,Num_Prob,Y,,THRESHOLD,,,CONFUSION MATRIX,,
443,0.239491802,1,,,,,,,
444,0.642856685,0,,,,,,,
445,0.642856685,0,,,,,,,
446,0.464736509,0,,,,,,,
447,0.039903706,1,,,,,,,
448,0.631368589,1,,,,,,,
449,0.632506545,0,,,,,,,
450,0.631368589,1,,,,,,,
451,0.642856685,1,,,,,,,
452,0.393819053,0,,,,,,,
453,0.636914954,0,,,,,,,
454,0.636537733,1,,,,,,,
455,0.636537733,0,,,,,,,
456,0.643231023,0,,,,,,,
457,0.642856685,0,,,,,,,
458,0.642856685,0,,,,,,,
459,0.636537733,1,,,,,,,
460,0.636914954,1,,,,,,,
461,0.111858788,0,,,,,,,
462,0.642856685,0,,,,,,,
463,0.643231023,1,,,,,,,
464,0.631368589,0,,,,,,,
465,0.039903706,0,,,,,,,
466,0.109163908,0,,,,,,,
467,2.55E-05,1,,,,,,,
468,0.636914954,0,,,,,,,
469,0.643231023,0,,,,,,,
470,0.642856685,1,,,,,,,
471,0.631368589,0,,,,,,,
472,0.000188761,0,,,,,,,
473,0.387293447,0,,,,,,,
474,0.642856685,0,,,,,,,
475,0.632506545,0,,,,,,,
476,0.631368589,0,,,,,,,
477,0.608339852,1,,,,,,,
478,0.010890687,1,,,,,,,
479,0.002535966,0,,,,,,,
480,0.56638281,1,,,,,,,
481,0.642856685,0,,,,,,,
482,0.001119991,1,,,,,,,
483,0.000458329,1,,,,,,,
484,0.642856685,1,,,,,,,
485,0.643231023,0,,,,,,,
486,0.001119991,0,,,,,,,
487,0.642856685,1,,,,,,,
488,0.393819053,1,,,,,,,
489,0.636537733,0,,,,,,,
490,0.636914954,0,,,,,,,
491,0.51538598,0,,,,,,,
492,0.316620443,0,,,,,,,
493,0.626110975,0,,,,,,,
494,0.642856685,1,,,,,,,
495,0.643231023,0,,,,,,,
496,0.000458329,0,,,,,,,
497,0.239491802,0,,,,,,,
498,0.643231023,1,,,,,,,
499,0.636537733,0,,,,,,,
500,0.633833785,1,,,,,,,
501,0.525140941,0,,,,,,,
502,0.62222601,1,,,,,,,
503,0.643231023,1,,,,,,,
504,0.608339852,0,,,,,,,
505,0.067256614,0,,,,,,,
506,0.624964957,1,,,,,,,
507,0.643231023,0,,,,,,,
508,0.56638281,1,,,,,,,
509,2.55E-05,0,,,,,,,
510,0.608339852,1,,,,,,,
511,0.642856685,1,,,,,,,
512,0.525140941,0,,,,,,,
513,0.636537733,1,,,,,,,
514,0.573103457,0,,,,,,,
515,7.21E-05,1,,,,,,,
516,0.002535966,1,,,,,,,
517,0.068997075,0,,,,,,,
518,0.020916533,0,,,,,,,
519,0.642856685,1,,,,,,,
520,0.010890687,0,,,,,,,
521,0.643231023,1,,,,,,,
522,0.642856685,0,,,,,,,
523,0.393819053,0,,,,,,,
524,0.518299869,0,,,,,,,
525,0.642856685,0,,,,,,,
526,0.642856685,0,,,,,,,
527,0.643231023,1,,,,,,,
528,0.038866492,1,,,,,,,
529,0.239491802,1,,,,,,,
530,0.636537733,0,,,,,,,
531,0.525140941,0,,,,,,,
532,0.632506545,0,,,,,,,
533,0.632506545,0,,,,,,,
534,0.067256614,1,,,,,,,
535,0.234534013,0,,,,,,,
536,0.643231023,0,,,,,,,
537,0.624964957,0,,,,,,,
538,0.573103457,0,,,,,,,
539,0.623375353,0,,,,,,,
540,0.598988888,0,,,,,,,
541,0.632506545,1,,,,,,,
542,0.393819053,0,,,,,,,
543,0.005464353,0,,,,,,,
544,0.636914954,1,,,,,,,
545,0.636914954,1,,,,,,,
546,0.005464353,0,,,,,,,
547,0.608339852,1,,,,,,,
548,0.234534013,1,,,,,,,
549,0.624964957,1,,,,,,,
550,0.624964957,1,,,,,,,
551,0.010890687,0,,,,,,,
552,0.642856685,0,,,,,,,
553,0.067256614,1,,,,,,,
554,0.464736509,0,,,,,,,
555,0.643231023,0,,,,,,,
556,0.000471063,0,,,,,,,
557,0.563514834,0,,,,,,,
558,0.642856685,1,,,,,,,
559,0.573103457,1,,,,,,,
560,0.623375353,0,,,,,,,
561,0.316620443,1,,,,,,,
562,0.636914954,0,,,,,,,
563,0.636914954,1,,,,,,,
564,0.643231023,0,,,,,,,
565,0.518299869,0,,,,,,,
566,0.643231023,0,,,,,,,
567,0.642856685,1,,,,,,,
568,0.601788489,0,,,,,,,
569,0.001119991,1,,,,,,,
570,0.005255998,0,,,,,,,
571,0.633833785,1,,,,,,,
572,0.642856685,0,,,,,,,
573,0.631368589,1,,,,,,,
574,0.111858788,0,,,,,,,
575,0.642856685,0,,,,,,,
576,0.642856685,1,,,,,,,
577,0.636914954,1,,,,,,,
578,0.642856685,0,,,,,,,
579,0.56638281,0,,,,,,,
580,0.633833785,0,,,,,,,
581,0.000188761,1,,,,,,,
582,0.03843293,0,,,,,,,
583,0.642856685,0,,,,,,,
584,0.608339852,0,,,,,,,
585,0.643231023,0,,,,,,,
586,0.631368589,1,,,,,,,
587,0.608339852,1,,,,,,,
588,0.624964957,1,,,,,,,
589,0.631368589,0,,,,,,,
590,0.039903706,0,,,,,,,
591,0.239491802,0,,,,,,,
592,0.002467553,1,,,,,,,
593,0.232445626,0,,,,,,,
594,0.636914954,1,,,,,,,
595,0.518299869,1,,,,,,,
596,0.005464353,1,,,,,,,
597,0.642856685,0,,,,,,,
598,0.636914954,0,,,,,,,
599,0.573103457,0,,,,,,,
600,0.642856685,0,,,,,,,
601,0.573103457,0,,,,,,,
602,0.624964957,1,,,,,,,
603,0.518299869,1,,,,,,,
604,0.623375353,0,,,,,,,
605,0.387293447,0,,,,,,,
606,0.642856685,1,,,,,,,
607,0.624964957,0,,,,,,,
608,0.643231023,0,,,,,,,
609,0.634212199,1,,,,,,,
610,0.624964957,0,,,,,,,
611,0.601788489,1,,,,,,,
612,0.000188761,0,,,,,,,
613,0.598988888,0,,,,,,,
614,0.632506545,0,,,,,,,
615,0.624964957,0,,,,,,,
616,0.636914954,0,,,,,,,
617,0.573103457,1,,,,,,,
618,0.518299869,0,,,,,,,
619,0.608339852,0,,,,,,,
620,0.62222601,1,,,,,,,
621,0.464736509,0,,,,,,,
622,0.608339852,0,,,,,,,
623,0.005317361,0,,,,,,,
624,0.164003692,0,,,,,,,
625,0.632506545,1,,,,,,,
626,0.464736509,0,,,,,,,
627,0.632506545,1,,,,,,,
628,0.316620443,1,,,,,,,
629,0.239491802,1,,,,,,,
630,0.642856685,0,,,,,,,
631,0.636537733,0,,,,,,,
632,0.005464353,1,,,,,,,
633,0.642856685,1,,,,,,,
634,0.464736509,1,,,,,,,
635,0.636537733,0,,,,,,,
636,0.525140941,0,,,,,,,
637,0.608339852,1,,,,,,,
638,0.067256614,1,,,,,,,
639,0.632506545,0,,,,,,,
640,0.598988888,0,,,,,,,
641,0.636914954,1,,,,,,,
642,7.01E-05,0,,,,,,,
643,0.631368589,1,,,,,,,
644,0.642856685,0,,,,,,,
645,0.039903706,0,,,,,,,
646,0.642856685,1,,,,,,,
647,0.642856685,1,,,,,,,
648,0.234534013,0,,,,,,,
649,0.111858788,1,,,,,,,
650,0.384528134,1,,,,,,,
651,0.624964957,0,,,,,,,
652,0.642856685,1,,,,,,,
653,0.634212199,1,,,,,,,
654,0.62222601,0,,,,,,,
655,0.601788489,0,,,,,,,
656,0.573103457,1,,,,,,,
657,0.601788489,0,,,,,,,
658,0.642856685,0,,,,,,,
659,0.634212199,0,,,,,,,
660,0.002535966,0,,,,,,,
661,0.608339852,0,,,,,,,
662,0.316620443,0,,,,,,,
663,0.636537733,0,,,,,,,
664,0.387293447,1,,,,,,,
665,0.643231023,0,,,,,,,
666,0.642856685,1,,,,,,,
667,0.643231023,1,,,,,,,
668,0.624964957,1,,,,,,,
669,0.632506545,0,,,,,,,
670,0.608339852,0,,,,,,,
671,0.000458329,0,,,,,,,
672,0.608339852,1,,,,,,,
673,0.393819053,1,,,,,,,
674,0.601788489,0,,,,,,,
675,0.601788489,0,,,,,,,
676,0.636914954,0,,,,,,,
677,0.525140941,0,,,,,,,
678,0.643231023,1,,,,,,,
679,0.636914954,1,,,,,,,
680,0.393819053,1,,,,,,,
